MONTH,CITY,STORE,STATUS,ZONE_MAPPING,ORDER_COUNT,CART_SALES,DISCOUNT,NET_REVENUE,IDEAL_FOOD_COST,GROSS_MARGIN,KITCHEN_EBITDA,VARIANCE,REVENUE_COHORT,CM_COHORT,EBITDA_CATEGORY,EBITDA_COHORT,VARIANCE_CATEGORY,REVENUE_BUCKET,GM_PERCENT
Dec-2023,Bangalore,"Fox, Smith and Curtis",Active,North,7408,3246887.95,766842.17,2595025.82,1185133.09,1308074.08,-99883.18,2.783573,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,50.40697745350372
Jan-2024,Bangalore,"Fox, Smith and Curtis",Active,North,10742,4578018.36,1342702.37,3334341.36,1588742.43,1668498.43,332727.27,2.414886,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,25L-35L,50.03982045797495
Feb-2024,Bangalore,"Fox, Smith and Curtis",Active,North,9213,3650470.16,811834.9,2945147.66,1284670.29,1527184.99,75740.16,1.48504,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,51.85427578867132
Mar-2024,Bangalore,"Fox, Smith and Curtis",Active,North,11992,4620669.75,1251876.26,3441711.93,1480392.2,1893721.33,569221.43,2.931508,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,55.02265641389691
Oct-2023,Bangalore,Miller-Salazar,Inactive,South,8677,2764940.89,762014.03,2081544.74,897306.54,1071221.65,-282941.82,2.292888,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,15L-25L,51.4628213083712
Nov-2023,Bangalore,Miller-Salazar,Inactive,South,13962,5833436.29,1102656.64,4824486.01,1483128.58,3246465.1,1705028.5,1.344068,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,Above 45L,67.29141909150236
Dec-2023,Bangalore,Miller-Salazar,Inactive,South,7669,2528305.26,479515.33,2085916.71,770418.64,1264261.38,-151383.27,2.957158,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,60.60938933654738
Jan-2024,Bangalore,Miller-Salazar,Inactive,South,13776,4863535.95,1348426.75,3555813.0,1519582.54,1955782.35,561665.36,1.6079709999999998,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,55.002396076509086
Feb-2024,Bangalore,Miller-Salazar,Inactive,South,12912,6099032.61,947221.45,5247249.08,2130822.39,3020042.01,1647472.0,1.854195,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,57.55476753544926
Mar-2024,Bangalore,Miller-Salazar,Inactive,South,8724,3773340.8,734224.98,3108034.93,1482655.21,1506240.54,34569.89,2.383692,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,48.462793177166766
Oct-2023,Hyderabad,Ballard Ltd,Active,West,8227,2930696.38,609241.14,2462233.72,699661.45,1662309.5,251535.67,2.359895,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var 2%-3%,15L-25L,67.51225468555437
Nov-2023,Hyderabad,Ballard Ltd,Active,West,11476,4966237.82,1264826.71,3778472.52,1293315.68,2349356.31,1118735.7,1.593473,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,62.17740892819832
Dec-2023,Hyderabad,Ballard Ltd,Active,West,9490,4556265.6,709908.05,3907578.87,1387653.77,2392538.52,874151.35,1.449563,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,61.22815686123311
Jan-2024,Hyderabad,Ballard Ltd,Active,West,8673,4193875.54,1108317.94,3175205.56,1222455.39,1815769.77,621081.52,2.879464,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,57.18589665105021
Feb-2024,Hyderabad,Ballard Ltd,Active,West,7705,3021856.5,770908.47,2353745.23,803573.16,1408469.49,199344.84,2.373316,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,15L-25L,59.839504804859445
Mar-2024,Hyderabad,Ballard Ltd,Active,West,8928,3130660.44,636882.98,2593732.7,1187223.64,1270464.33,-201377.68,1.26915,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,25L-35L,48.982084005803685
Oct-2023,Mumbai,Long Group,Inactive,South,11709,5008717.69,838105.04,4256690.94,1807447.07,2307635.6,899762.15,1.9816470000000002,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,54.211960241586155
Nov-2023,Mumbai,Long Group,Inactive,South,13770,5572162.92,858109.02,4789372.59,1414176.15,3308817.71,2014867.67,1.713898,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,69.0866631865031
Dec-2023,Mumbai,Long Group,Inactive,South,9177,3828611.39,659308.02,3238568.79,1188171.05,1983552.44,642200.65,1.362536,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,61.24780940657432
Jan-2024,Mumbai,Long Group,Inactive,South,13051,5925568.01,1026993.52,5014457.03,2307014.79,2636498.82,1241923.48,1.466897,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,52.57795219355982
Feb-2024,Mumbai,Long Group,Inactive,South,9585,3296691.27,575891.38,2850826.4,938030.98,1792897.02,254895.48,1.6629759999999998,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,62.890431350011355
Mar-2024,Mumbai,Long Group,Inactive,South,8092,3956112.27,733970.27,3300615.26,1402382.36,1799877.25,475671.95,1.00499,INR 30 to 40 lacs,More than 30%,EBITDA +ve,0% to 10%,Var <2%,25L-35L,54.531567850777016
Oct-2023,Hyderabad,Ballard-Jones,Inactive,North,13663,4843143.39,1222574.22,3727137.34,1609310.61,2043799.19,716669.57,1.390308,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,54.83562862215322
Nov-2023,Hyderabad,Ballard-Jones,Inactive,North,12499,4343086.01,1223757.79,3198574.45,1158578.4,1950551.73,491448.81,2.815514,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,60.98190804969382
Dec-2023,Hyderabad,Ballard-Jones,Inactive,North,7370,2692613.77,669483.99,2146231.08,905744.88,1137592.59,-186678.57,2.439257,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,15L-25L,53.0041988768516
Jan-2024,Hyderabad,Ballard-Jones,Inactive,North,11487,4875181.11,1090281.63,3845702.37,1485556.7,2273224.9,801655.06,1.621508,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,59.11078604868738
Feb-2024,Hyderabad,Ballard-Jones,Inactive,North,10636,3253926.5,493637.39,2867303.87,1289854.68,1499635.82,-22541.01,2.6437630000000003,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,52.3012519074234
Mar-2024,Hyderabad,Ballard-Jones,Inactive,North,8703,2860560.93,550982.68,2373825.61,950952.06,1290561.52,-138949.27,1.337804,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var <2%,15L-25L,54.36631547672957
Oct-2023,Pune,Nguyen-Ramirez,Inactive,North,7402,2407386.53,674035.2,1814081.88,588838.91,1107248.05,-336873.52,1.6593490000000002,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,15L-25L,61.03627748048507
Nov-2023,Pune,Nguyen-Ramirez,Inactive,North,12461,4789760.69,937777.45,3941169.45,1230481.3,2569237.69,1156795.75,2.898779,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,65.18972915513693
Dec-2023,Pune,Nguyen-Ramirez,Inactive,North,7197,3528403.13,529592.95,3119826.26,1372633.25,1627934.95,264481.78,2.686872,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,52.180307950866464
Jan-2024,Pune,Nguyen-Ramirez,Inactive,North,9862,4686906.05,1298641.87,3488010.76,1019955.62,2330566.61,1027228.92,1.25387,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,66.81649714864986
Feb-2024,Pune,Nguyen-Ramirez,Inactive,North,9765,3037598.43,723916.38,2384727.38,718786.49,1603094.03,224444.54,1.556181,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,15L-25L,67.22336663908308
Mar-2024,Pune,Nguyen-Ramirez,Inactive,North,12785,4528735.63,802640.08,3818919.67,1521404.62,2196537.62,894401.0,2.415091,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,57.51725120732901
Oct-2023,Ahmedabad,"Myers, Washington and Reeves",Active,West,9914,4708206.16,1070375.09,3722791.44,1685770.02,1896490.31,502208.24,1.0275020000000001,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,50.942695570397035
Nov-2023,Ahmedabad,"Myers, Washington and Reeves",Active,West,12920,6212063.85,1524369.95,4781247.26,1439931.64,3218470.3,2023878.81,1.258989,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,Above 45L,67.31445007928747
Dec-2023,Ahmedabad,"Myers, Washington and Reeves",Active,West,12039,4129817.73,668088.07,3517366.12,1060722.62,2324782.89,1141495.82,2.038393,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,66.09442437001695
Jan-2024,Ahmedabad,"Myers, Washington and Reeves",Active,West,8998,2704554.74,439959.96,2389812.64,988530.52,1302161.45,-475.18,1.3464479999999999,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,15L-25L,54.488014173362146
Feb-2024,Ahmedabad,"Myers, Washington and Reeves",Active,West,8315,2548163.86,727545.13,1902583.48,876409.65,954392.71,-293038.11,1.8241759999999998,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,15L-25L,50.16298732920775
Mar-2024,Ahmedabad,"Myers, Washington and Reeves",Active,West,14568,5347001.14,900505.11,4520736.47,1746550.95,2660446.97,1155379.88,2.349545,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var 2%-3%,Above 45L,58.849857487932724
Oct-2023,Ahmedabad,"Washington, Wilson and Henry",Active,East,7456,2819438.41,555568.35,2379480.43,924476.78,1391551.27,235286.9,1.685893,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var <2%,15L-25L,58.48130761890737
Nov-2023,Ahmedabad,"Washington, Wilson and Henry",Active,East,13513,5294406.95,1036904.26,4327091.02,1288581.52,2957097.64,1606205.48,2.592663,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,68.33915964171237
Dec-2023,Ahmedabad,"Washington, Wilson and Henry",Active,East,7178,2963862.22,653147.94,2435019.23,790296.62,1556625.87,259197.29,2.785638,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,15L-25L,63.92663560197018
Jan-2024,Ahmedabad,"Washington, Wilson and Henry",Active,East,13736,4495549.25,908969.9,3690626.88,1671443.86,1906412.22,534831.53,1.40298,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,35L-45L,51.65551224728521
Feb-2024,Ahmedabad,"Washington, Wilson and Henry",Active,East,14556,5490499.93,1328899.67,4184888.76,1599514.31,2467009.78,1191028.81,2.492542,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,58.95042667753013
Mar-2024,Ahmedabad,"Washington, Wilson and Henry",Active,East,14101,6754513.09,1195169.88,5641988.75,1966389.91,3590018.11,2281691.57,1.279231,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,Above 45L,63.63036633137561
Oct-2023,Ahmedabad,Cannon-Mills,Inactive,South,7570,2412620.32,458686.97,2027096.65,808068.24,1112648.44,-331809.54,1.158775,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,15L-25L,54.888771090416434
Nov-2023,Ahmedabad,Cannon-Mills,Inactive,South,12617,5633034.57,1611494.98,4104479.82,1409362.41,2598418.49,1244087.24,1.269683,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,63.30688915410481
Dec-2023,Ahmedabad,Cannon-Mills,Inactive,South,13981,4963641.39,1002371.35,4089102.87,1765924.65,2198834.15,744972.33,1.022987,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,35L-45L,53.773021122356845
Jan-2024,Ahmedabad,Cannon-Mills,Inactive,South,13371,6212223.35,1050579.1,5250784.74,2280918.57,2885225.77,1513672.32,2.95772,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,Above 45L,54.948467950335356
Feb-2024,Ahmedabad,Cannon-Mills,Inactive,South,11209,4731160.22,1407141.08,3373670.75,1330155.66,1946274.29,579273.35,1.426116,INR 30 to 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var <2%,25L-35L,57.69010772613184
Mar-2024,Ahmedabad,Cannon-Mills,Inactive,South,12155,5599102.69,1260187.45,4423363.58,1945492.56,2416135.42,1198178.58,1.321061,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,54.622130338198424
Oct-2023,Hyderabad,Higgins Inc,Inactive,West,10558,4629650.18,757272.1,3951967.95,1414230.75,2470056.32,1124959.86,1.0796620000000001,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,35L-45L,62.50193198049594
Nov-2023,Hyderabad,Higgins Inc,Inactive,West,14167,6940459.67,1976039.68,5060810.91,1941795.92,2986545.66,1643018.71,1.628642,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,Above 45L,59.01318411440114
Dec-2023,Hyderabad,Higgins Inc,Inactive,West,10530,3802034.8,969351.45,2928574.69,1131179.33,1746950.56,507387.89,2.09861,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,59.651903909611406
Jan-2024,Hyderabad,Higgins Inc,Inactive,West,11665,4101823.59,1032823.36,3181712.44,1088348.16,2007600.16,564655.93,2.023489,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,63.098101976808444
Feb-2024,Hyderabad,Higgins Inc,Inactive,West,9865,3404232.31,744936.51,2755928.63,1285869.05,1329342.35,-121619.92,1.590865,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,25L-35L,48.23573206973796
Mar-2024,Hyderabad,Higgins Inc,Inactive,West,14359,5139010.05,1416630.37,3765039.8,1160882.63,2462863.99,1079212.66,2.551816,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var 2%-3%,35L-45L,65.41402271497901
Oct-2023,Hyderabad,Anderson-Parker,Inactive,South,11979,4129944.29,1174249.4,3016581.9,1229600.95,1713973.5,208577.54,2.105027,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,56.81839767055554
Nov-2023,Hyderabad,Anderson-Parker,Inactive,South,7257,3072290.24,489291.05,2674492.57,1263992.92,1349795.18,38181.23,1.910023,More than 40 lacs,More than 30%,EBITDA -ve,More than 20%,Var <2%,25L-35L,50.46920657551126
Dec-2023,Hyderabad,Anderson-Parker,Inactive,South,14143,6992857.7,1695552.02,5406891.29,2167412.1,3098670.08,1689889.09,1.099906,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,Above 45L,57.30964270968355
Jan-2024,Hyderabad,Anderson-Parker,Inactive,South,7209,2649743.7,479003.5,2210185.67,1059278.02,1068197.47,-398079.96,2.518898,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,15L-25L,48.33066671724462
Feb-2024,Hyderabad,Anderson-Parker,Inactive,South,10488,3467100.25,825897.48,2780464.04,980416.04,1661379.28,375711.77,1.848955,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,59.75187077046319
Mar-2024,Hyderabad,Anderson-Parker,Inactive,South,7210,2715674.23,466457.66,2304129.82,947645.3,1259829.06,-96295.54,1.095146,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,15L-25L,54.67699992702669
Oct-2023,Pune,Meadows-Rangel,Inactive,North,11276,4302920.26,1104262.94,3288437.52,1468828.68,1705118.38,510703.45,2.193262,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,51.85193179525576
Nov-2023,Pune,Meadows-Rangel,Inactive,North,10989,4052749.61,690222.48,3460196.69,1473687.71,1935713.97,579713.07,1.9260009999999999,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,55.94231031993734
Dec-2023,Pune,Meadows-Rangel,Inactive,North,12907,5371937.18,1458346.71,4052667.05,1700548.43,2282430.32,939615.67,1.5344229999999999,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,56.31921625537928
Jan-2024,Pune,Meadows-Rangel,Inactive,North,14083,4651202.12,1109169.99,3612520.43,1553248.4,1921536.52,564114.52,2.927824,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,53.19102153838892
Feb-2024,Pune,Meadows-Rangel,Inactive,North,9756,3472988.6,834567.66,2725558.51,828502.22,1827230.63,327481.97,1.8743610000000002,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,67.04059455322425
Mar-2024,Pune,Meadows-Rangel,Inactive,North,13823,6556280.03,1860782.56,4807913.3,2110551.28,2586858.73,1101870.55,2.569241,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var 2%-3%,Above 45L,53.80418839915437
Oct-2023,Mumbai,Thompson-Reese,Active,South,8075,3784616.91,1012100.56,2839459.4,1095896.49,1610164.75,142074.48,1.642881,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,Var <2%,25L-35L,56.70673614843727
Nov-2023,Mumbai,Thompson-Reese,Active,South,14381,5909285.73,1523315.26,4489067.58,2079661.6,2335541.48,1011533.79,2.4297619999999998,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,Var 2%-3%,35L-45L,52.0273183323295
Dec-2023,Mumbai,Thompson-Reese,Active,South,8781,3335380.79,638526.5,2756690.8,1069430.3,1619778.2,341899.01,2.1157880000000002,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,58.75806601161073
Jan-2024,Mumbai,Thompson-Reese,Active,South,7256,2828081.09,736380.51,2200533.02,922663.12,1205897.1,-48606.56,2.127772,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,15L-25L,54.80022744671198
Feb-2024,Mumbai,Thompson-Reese,Active,South,11320,4935074.47,1059249.99,3951934.45,1174398.49,2643669.05,1232536.3,1.322934,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,66.89556933314013
Mar-2024,Mumbai,Thompson-Reese,Active,South,12816,5433197.01,983083.25,4528674.33,1829504.56,2610477.16,1292214.08,1.956546,More than 40 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,Above 45L,57.643296244709205
Oct-2023,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,13626,6218342.05,1816998.42,4457857.93,1927258.31,2436637.58,1043999.75,2.8460080000000003,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,35L-45L,54.65938166405407
Nov-2023,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,13494,5673516.97,1523060.5,4230023.39,1675752.25,2433297.5,1210363.53,1.415474,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,57.52444550903536
Dec-2023,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,11555,5064150.18,1138296.14,4033029.74,1363229.34,2586275.55,1235621.87,1.6728630000000002,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,64.12736123289781
Jan-2024,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,7407,2371408.19,408170.42,2028072.51,936166.65,962110.98,-321595.12,1.9971279999999998,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,Var <2%,15L-25L,47.43967364362135
Feb-2024,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,11047,3903513.25,704838.51,3289902.8,1244891.59,1917189.1,482881.52,1.684509,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,58.27494660328567
Mar-2024,Hyderabad,"Nelson, Leonard and Mccoy",Inactive,West,9972,4171048.9,700839.15,3586655.3,1444619.99,2031402.05,633372.72,1.1749209999999999,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,35L-45L,56.63778311788145
Oct-2023,Hyderabad,"Johnson, Daniel and King",Active,East,10156,3514134.04,827747.47,2808960.83,899703.7,1851666.57,407310.07,2.8554630000000003,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,65.91998543461357
Nov-2023,Hyderabad,"Johnson, Daniel and King",Active,East,11630,5440346.17,1374707.3,4147414.41,1258587.59,2761379.87,1343366.36,1.0450709999999999,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,66.58075603300998
Dec-2023,Hyderabad,"Johnson, Daniel and King",Active,East,9834,3290653.63,710636.06,2660727.81,1025641.54,1519010.13,-17269.04,1.811928,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var <2%,25L-35L,57.09002342483126
Jan-2024,Hyderabad,"Johnson, Daniel and King",Active,East,12376,5990399.87,1128362.68,4967192.23,1786696.61,3112035.68,1915979.77,1.8142459999999998,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,Above 45L,62.651806813605035
Feb-2024,Hyderabad,"Johnson, Daniel and King",Active,East,7432,3484433.45,943513.53,2635211.11,903678.67,1658404.54,369769.75,2.303972,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,62.93251169542921
Mar-2024,Hyderabad,"Johnson, Daniel and King",Active,East,10062,3216173.85,893511.45,2408243.15,1087568.32,1211294.76,-252717.63,1.702214,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,15L-25L,50.29785966587303
Oct-2023,Mumbai,Hess-Morales,Active,West,10286,3959815.0,830002.57,3215864.75,1184805.94,1928105.75,586729.17,1.051049,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,59.95605847540697
Nov-2023,Mumbai,Hess-Morales,Active,West,13237,5396881.56,1080450.9,4348434.0,2066174.17,2180618.19,868228.08,1.3696959999999998,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,Var <2%,35L-45L,50.14720678754696
Dec-2023,Mumbai,Hess-Morales,Active,West,10964,3336689.44,666344.97,2772817.38,1271879.07,1417569.28,90119.39,2.028173,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,Var 2%-3%,25L-35L,51.12378803684504
Jan-2024,Mumbai,Hess-Morales,Active,West,12319,3922459.67,815888.1,3139377.0,1326298.44,1723948.7,273252.67,2.70787,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,Var 2%-3%,25L-35L,54.913720142563314
Feb-2024,Mumbai,Hess-Morales,Active,West,11896,5100376.37,1392647.72,3803957.55,1284638.24,2391053.88,1203865.8,2.672073,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,62.85700743427066
Mar-2024,Mumbai,Hess-Morales,Active,West,14922,5323700.4,1391986.64,4005187.61,1375382.14,2560161.2,1296146.36,1.005085,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,35L-45L,63.92113052601799
Oct-2023,Bangalore,Peterson-Gross,Active,West,7066,3040999.93,674055.06,2410390.32,921263.55,1339177.47,-8975.82,1.021685,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,Var <2%,15L-25L,55.55853169871675
Nov-2023,Bangalore,Peterson-Gross,Active,West,8982,3897244.76,790218.36,3158515.62,1175555.48,1839578.41,514854.5,2.9176729999999997,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,58.24186520882236
Dec-2023,Bangalore,Peterson-Gross,Active,West,8896,3947804.48,1145297.61,2875097.85,1133517.82,1610172.27,109614.62,2.771375,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,Var 2%-3%,25L-35L,56.00408591311074
Jan-2024,Bangalore,Peterson-Gross,Active,West,14539,5306330.27,1305972.02,4084463.39,1533771.72,2458630.32,993338.79,2.8342970000000003,More than 40 lacs,0% to 10%,EBITDA -ve,More than 20%,Var 2%-3%,35L-45L,60.194695979390325
Feb-2024,Bangalore,Peterson-Gross,Active,West,14344,5215403.15,835246.3,4483261.71,1618867.72,2791204.59,1309443.6,1.832802,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,Var <2%,35L-45L,62.25834605582282
Mar-2024,Bangalore,Peterson-Gross,Active,West,12006,3694335.56,738429.54,3042012.23,1248518.06,1663957.78,470339.34,2.4689400000000004,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,Var 2%-3%,25L-35L,54.69924688632827
Oct-2023,Ahmedabad,"Wilson, Nelson and Hall",Active,West,10443,5053600.65,1143400.83,3963387.92,1417110.72,2423247.38,1143963.01,1.593928,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,Var <2%,35L-45L,61.14080753417647
Nov-2023,Ahmedabad,"Wilson, Nelson and Hall",Active,West,10392,4816082.31,1282193.61,3612143.78,1068038.78,2475309.39,1360537.64,2.119724,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,Var 2%-3%,35L-45L,68.52743248221421
Dec-2023,Ahmedabad,"Wilson, Nelson and Hall",Active,West,10454,4208341.34,1251930.33,3056778.62,1086101.86,1912014.13,642257.11,1.9665810000000001,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,Var <2%,25L-35L,62.54997066159799
Jan-2024,Ahmedabad,"Wilson, Nelson and Hall",Active,West,7806,3712528.16,728550.94,3078246.68,1043143.73,1923367.69,622572.93,2.181702,INR 20 to 30 lacs,More than 30%,EBITDA -ve,10% to 20%,Var 2%-3%,25L-35L,62.48257173463434
Feb-2024,Ahmedabad,"Wilson, Nelson and Hall",Active,West,13822,5835386.86,1266505.42,4654517.37,1721685.03,2802688.99,1515698.08,2.620792,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,Var 2%-3%,Above 45L,60.2143845904264
Mar-2024,Ahmedabad,"Wilson, Nelson and Hall",Active,West,7648,2296125.35,680025.34,1726080.29,659090.99,960073.43,-402539.57,1.352617,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,More than 20%,Var <2%,15L-25L,55.621597417116675
